rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
397,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
396,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
395,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,39,39,11,28,0,39,28,39,39,28,0,edgeCount
394,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,13,-14,0,-1,-14,-1,-1,-14,0,edgeCount
393,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
392,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,28,28,9,19,0,28,19,28,28,19,0,edgeCount
391,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
390,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
389,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,21,21,19,2,0,21,2,21,21,2,0,edgeCount
388,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
387,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,23,23,11,12,0,23,12,23,23,12,0,edgeCount
386,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
385,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,53,29,13,40,6,-1,-14,86,86,73,6,edgeCount
384,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
383,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,57,57,15,42,0,57,42,57,57,42,0,edgeCount
382,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
381,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
380,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
379,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,62,20,13,49,0,-1,-14,-1,-1,-14,0,edgeCount
378,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,14,14,12,2,2,45,33,14,14,2,2,edgeCount
377,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,88,20,16,72,2,-1,-17,52,50,36,2,edgeCount
376,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
375,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
374,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,2,-1,-8,-1,-1,-8,2,edgeCount
373,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
372,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,6,-7,4,-1,-7,-1,-1,-7,4,edgeCount
371,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
370,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,35,11,0,6,17,6,17,17,6,6,edgeCount
369,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
368,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
367,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
366,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
365,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
364,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
363,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
362,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
361,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,17,17,8,9,0,-1,-9,-1,-1,-9,0,edgeCount
360,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,14,-15,4,-1,-15,-1,-1,-15,4,edgeCount
359,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
358,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
357,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,13,-14,0,-1,-14,-1,-1,-14,0,edgeCount
356,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,58,58,16,42,0,58,42,58,58,42,0,edgeCount
355,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,37,8,3,2,25,17,25,25,17,2,edgeCount
354,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,85,43,21,64,0,21,0,21,21,0,0,edgeCount
353,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,8,8,7,1,2,8,1,8,8,1,2,edgeCount
352,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,56,56,18,38,0,56,38,56,56,38,0,edgeCount
351,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
350,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
349,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
348,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,18,18,16,2,0,18,2,18,18,2,0,edgeCount
347,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,46,28,8,38,0,-1,-9,-1,-1,-9,0,edgeCount
346,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,36,20,10,26,8,-1,-11,37,37,27,8,edgeCount
345,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
344,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,14,8,8,6,2,-1,-9,14,8,6,2,edgeCount
343,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
342,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
341,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,12,-13,2,-1,-13,-1,-1,-13,2,edgeCount
340,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
339,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
338,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,14,2,2,12,2,3,1,4,4,2,2,edgeCount
337,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
336,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
335,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
334,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,5,13,5,0,4,5,0,5,17,0,4,edgeCount
333,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,10,9,0,4,13,4,13,13,4,4,edgeCount
332,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,14,-15,0,-1,-15,-1,-1,-15,0,edgeCount
331,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
330,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
329,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,61,17,17,44,0,17,0,17,17,0,0,edgeCount
328,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
327,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,20,27,14,6,0,52,38,52,52,38,0,edgeCount
326,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
325,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,12,-13,0,-1,-13,-1,-1,-13,0,edgeCount
324,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,20,10,6,14,0,-1,-7,-1,-1,-7,0,edgeCount
323,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,75,33,23,52,2,-1,-24,64,56,41,2,edgeCount
322,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,88,22,15,73,6,-1,-16,75,75,60,6,edgeCount
321,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,35,47,9,26,6,9,0,9,9,0,6,edgeCount
320,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,9,7,2,6,9,2,9,9,2,6,edgeCount
319,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
318,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,16,-17,0,-1,-17,-1,-1,-17,0,edgeCount
317,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,18,18,18,0,0,18,0,18,18,0,0,edgeCount
316,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
315,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,18,18,15,3,2,18,3,18,18,3,2,edgeCount
314,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
313,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
312,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
311,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
310,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
309,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
308,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
307,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
306,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
305,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
304,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
303,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,15,-16,0,-1,-16,-1,-1,-16,0,edgeCount
302,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
301,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
300,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
299,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
298,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,18,9,2,0,21,12,21,21,12,0,edgeCount
297,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
296,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
295,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
294,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,10,10,9,1,2,71,62,10,10,1,2,edgeCount
293,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
292,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
291,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
290,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
289,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
288,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
287,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,14,44,9,5,2,30,21,30,30,21,2,edgeCount
286,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
285,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,36,14,11,25,2,12,1,36,12,25,2,edgeCount
284,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,23,-24,6,-1,-24,-1,-1,-24,6,edgeCount
283,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,18,-19,0,-1,-19,-1,-1,-19,0,edgeCount
282,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,14,-15,2,-1,-15,-1,-1,-15,2,edgeCount
281,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
280,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
279,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
278,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
277,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
276,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
275,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
274,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,36,36,13,23,4,-1,-14,36,36,23,4,edgeCount
273,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
272,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,21,-22,2,-1,-22,-1,-1,-22,2,edgeCount
271,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,29,29,11,18,0,29,18,29,29,18,0,edgeCount
270,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
269,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,51,51,9,42,6,9,0,9,9,0,6,edgeCount
268,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,41,37,11,30,4,11,0,11,11,0,4,edgeCount
267,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,20,20,18,2,0,20,2,20,20,2,0,edgeCount
266,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
265,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,14,16,5,9,2,16,11,16,23,11,2,edgeCount
264,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,44,48,13,31,0,-1,-14,-1,-1,-14,0,edgeCount
263,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
262,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
261,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
260,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
259,149,193,graphml/GtsCe.graphml,5,,clustered,0.7;-0.3,24,24,8,16,0,24,16,24,24,16,0,edgeCount
258,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
257,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,8,30,8,0,0,8,0,8,8,0,0,edgeCount
256,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,8,-9,8,-1,-9,-1,-1,-9,6,edgeCount
255,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,8,-9,4,-1,-9,-1,-1,-9,4,edgeCount
254,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,10,edgeCount
253,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,72,18,15,57,2,-1,-16,-1,-1,-16,2,edgeCount
252,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
251,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
250,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
249,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,15,27,10,5,0,31,21,31,31,21,0,edgeCount
248,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
247,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,64,64,20,44,0,64,44,64,64,44,0,edgeCount
246,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,52,20,16,36,0,-1,-17,-1,-1,-17,0,edgeCount
245,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,18,36,9,9,8,-1,-10,18,36,9,8,edgeCount
244,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,55,55,17,38,4,51,34,55,55,38,4,edgeCount
243,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
242,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,10,44,10,0,0,26,16,26,26,16,0,edgeCount
241,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,25,7,7,18,0,7,0,7,7,0,0,edgeCount
240,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,56,20,15,41,0,20,5,20,20,5,0,edgeCount
239,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
238,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
237,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
236,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
235,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,17,-18,2,-1,-18,-1,-1,-18,2,edgeCount
234,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
233,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
232,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
231,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
230,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,30,34,14,16,10,-1,-15,30,34,16,10,edgeCount
229,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
228,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,35,35,20,15,0,35,15,35,35,15,0,edgeCount
227,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
226,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
225,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
224,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,19,23,5,14,4,5,0,5,5,0,4,edgeCount
223,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
222,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,35,15,14,21,2,-1,-15,35,15,21,2,edgeCount
221,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
220,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
219,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
218,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,11,-12,2,-1,-12,-1,-1,-12,2,edgeCount
217,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
216,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
215,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
214,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
213,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,70,14,13,57,0,14,1,14,14,1,0,edgeCount
212,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,55,55,14,41,0,55,41,55,55,41,0,edgeCount
211,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,17,17,14,3,0,17,3,17,17,3,0,edgeCount
210,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
209,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
208,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
207,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,9,7,2,0,9,2,9,9,2,0,edgeCount
206,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,9,15,6,3,2,15,9,9,15,3,2,edgeCount
205,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,12,-13,4,-1,-13,-1,-1,-13,4,edgeCount
204,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,21,21,15,6,2,-1,-16,-1,-1,-16,2,edgeCount
203,149,193,graphml/GtsCe.graphml,3,,clustered,0.7;-0.3,27,11,7,20,0,-1,-8,-1,-1,-8,0,edgeCount
202,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
201,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,26,26,8,18,0,26,18,26,26,18,0,edgeCount
200,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,57,59,16,41,2,57,41,57,57,41,2,edgeCount
199,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
198,149,193,graphml/GtsCe.graphml,1,,clustered,0.7;-0.3,6,6,6,0,2,6,0,6,6,0,2,edgeCount
197,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,-1,-1,13,-14,0,-1,-14,-1,-1,-14,0,edgeCount
196,149,193,graphml/GtsCe.graphml,2,,clustered,0.7;-0.3,16,16,16,0,0,16,0,16,16,0,0,edgeCount
